"","X","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"73",21266,"Native",4,43,"wrap_up","rp","wrap_up rp",6,0,1007,1007,-0.5,-0.5
"74",21268,"Native",4,33,"wrap_up","rp","wrap_up rp",8,0,334,334,-0.5,0.5
"75",21270,"Native",4,29,"wrap_up","rp","wrap_up rp",8,0,1297,1297,-0.5,0.5
"76",21272,"Native",4,41,"wrap_up","rp","wrap_up rp",8,0,1219,1219,-0.5,0.5
"77",21274,"Native",4,26,"wrap_up","rp","wrap_up rp",5,0,483,483,0.5,-0.5
"78",21276,"Native",4,28,"wrap_up","rp","wrap_up rp",7,0,464,464,0.5,0.5
"79",21278,"Native",4,25,"wrap_up","rp","wrap_up rp",8,0,799,799,-0.5,0.5
"80",21280,"Native",4,34,"wrap_up","rp","wrap_up rp",5,0,649,649,0.5,-0.5
"81",21282,"Native",4,38,"wrap_up","rp","wrap_up rp",5,0,149,149,0.5,-0.5
"82",21284,"Native",4,30,"wrap_up","rp","wrap_up rp",5,0,698,698,0.5,-0.5
"83",21286,"Native",4,48,"wrap_up","rp","wrap_up rp",7,0,324,324,0.5,0.5
"84",21288,"Native",4,27,"wrap_up","rp","wrap_up rp",6,0,796,796,-0.5,-0.5
"85",21290,"Native",4,35,"wrap_up","rp","wrap_up rp",6,0,742,742,-0.5,-0.5
"86",21292,"Native",4,45,"wrap_up","rp","wrap_up rp",8,0,202,202,-0.5,0.5
"87",21294,"Native",4,42,"wrap_up","rp","wrap_up rp",5,0,592,592,0.5,-0.5
"88",21296,"Native",4,47,"wrap_up","rp","wrap_up rp",6,0,253,253,-0.5,-0.5
"89",21298,"Native",4,39,"wrap_up","rp","wrap_up rp",6,0,185,185,-0.5,-0.5
"90",21300,"Native",4,44,"wrap_up","rp","wrap_up rp",7,0,923,923,0.5,0.5
"91",21302,"Native",4,32,"wrap_up","rp","wrap_up rp",7,0,324,324,0.5,0.5
"92",21304,"Native",4,37,"wrap_up","rp","wrap_up rp",8,0,385,385,-0.5,0.5
"93",21306,"Native",4,46,"wrap_up","rp","wrap_up rp",5,1,0,NA,0.5,-0.5
"94",21308,"Native",4,31,"wrap_up","rp","wrap_up rp",6,0,441,441,-0.5,-0.5
"95",21310,"Native",4,40,"wrap_up","rp","wrap_up rp",7,0,1153,1153,0.5,0.5
"96",21312,"Native",4,36,"wrap_up","rp","wrap_up rp",7,0,547,547,0.5,0.5
"97",21313,"Native",5,39,"wrap_up","rp","wrap_up rp",7,0,858,858,0.5,0.5
"98",21315,"Native",5,33,"wrap_up","rp","wrap_up rp",5,0,799,799,0.5,-0.5
"99",21317,"Native",5,30,"wrap_up","rp","wrap_up rp",6,0,213,213,-0.5,-0.5
"100",21319,"Native",5,46,"wrap_up","rp","wrap_up rp",6,0,391,391,-0.5,-0.5
"101",21321,"Native",5,25,"wrap_up","rp","wrap_up rp",5,0,370,370,0.5,-0.5
"102",21323,"Native",5,42,"wrap_up","rp","wrap_up rp",6,0,1662,1662,-0.5,-0.5
"103",21325,"Native",5,41,"wrap_up","rp","wrap_up rp",5,0,379,379,0.5,-0.5
"104",21327,"Native",5,36,"wrap_up","rp","wrap_up rp",8,0,1523,1523,-0.5,0.5
"105",21329,"Native",5,34,"wrap_up","rp","wrap_up rp",6,0,370,370,-0.5,-0.5
"106",21331,"Native",5,35,"wrap_up","rp","wrap_up rp",7,0,218,218,0.5,0.5
"107",21333,"Native",5,43,"wrap_up","rp","wrap_up rp",7,0,227,227,0.5,0.5
"108",21335,"Native",5,47,"wrap_up","rp","wrap_up rp",7,0,426,426,0.5,0.5
"109",21337,"Native",5,38,"wrap_up","rp","wrap_up rp",6,0,268,268,-0.5,-0.5
"110",21339,"Native",5,27,"wrap_up","rp","wrap_up rp",7,0,891,891,0.5,0.5
"111",21341,"Native",5,45,"wrap_up","rp","wrap_up rp",5,0,166,166,0.5,-0.5
"112",21343,"Native",5,37,"wrap_up","rp","wrap_up rp",5,0,209,209,0.5,-0.5
"113",21345,"Native",5,48,"wrap_up","rp","wrap_up rp",8,0,626,626,-0.5,0.5
"114",21347,"Native",5,44,"wrap_up","rp","wrap_up rp",8,0,788,788,-0.5,0.5
"115",21349,"Native",5,26,"wrap_up","rp","wrap_up rp",6,0,395,395,-0.5,-0.5
"116",21351,"Native",5,32,"wrap_up","rp","wrap_up rp",8,0,218,218,-0.5,0.5
"117",21353,"Native",5,28,"wrap_up","rp","wrap_up rp",8,0,133,133,-0.5,0.5
"118",21355,"Native",5,31,"wrap_up","rp","wrap_up rp",7,0,165,165,0.5,0.5
"119",21357,"Native",5,29,"wrap_up","rp","wrap_up rp",5,0,458,458,0.5,-0.5
"120",21359,"Native",5,40,"wrap_up","rp","wrap_up rp",8,0,223,223,-0.5,0.5
"121",21362,"Native",6,30,"wrap_up","rp","wrap_up rp",7,0,1037,1037,0.5,0.5
"122",21364,"Native",6,35,"wrap_up","rp","wrap_up rp",8,0,323,323,-0.5,0.5
"123",21366,"Native",6,43,"wrap_up","rp","wrap_up rp",8,0,489,489,-0.5,0.5
"124",21368,"Native",6,36,"wrap_up","rp","wrap_up rp",5,0,664,664,0.5,-0.5
"125",21370,"Native",6,32,"wrap_up","rp","wrap_up rp",5,1,0,NA,0.5,-0.5
"126",21372,"Native",6,37,"wrap_up","rp","wrap_up rp",6,0,705,705,-0.5,-0.5
"127",21374,"Native",6,47,"wrap_up","rp","wrap_up rp",8,0,676,676,-0.5,0.5
"128",21376,"Native",6,33,"wrap_up","rp","wrap_up rp",6,0,274,274,-0.5,-0.5
"129",21378,"Native",6,41,"wrap_up","rp","wrap_up rp",6,0,762,762,-0.5,-0.5
"130",21380,"Native",6,26,"wrap_up","rp","wrap_up rp",7,0,778,778,0.5,0.5
"131",21382,"Native",6,39,"wrap_up","rp","wrap_up rp",8,0,416,416,-0.5,0.5
"132",21384,"Native",6,38,"wrap_up","rp","wrap_up rp",7,1,0,NA,0.5,0.5
"133",21386,"Native",6,25,"wrap_up","rp","wrap_up rp",6,0,834,834,-0.5,-0.5
"134",21388,"Native",6,34,"wrap_up","rp","wrap_up rp",7,0,928,928,0.5,0.5
"135",21390,"Native",6,27,"wrap_up","rp","wrap_up rp",8,0,527,527,-0.5,0.5
"136",21392,"Native",6,48,"wrap_up","rp","wrap_up rp",5,0,280,280,0.5,-0.5
"137",21394,"Native",6,28,"wrap_up","rp","wrap_up rp",5,0,365,365,0.5,-0.5
"138",21396,"Native",6,31,"wrap_up","rp","wrap_up rp",8,0,381,381,-0.5,0.5
"139",21398,"Native",6,46,"wrap_up","rp","wrap_up rp",7,0,1140,1140,0.5,0.5
"140",21400,"Native",6,40,"wrap_up","rp","wrap_up rp",5,0,1374,1374,0.5,-0.5
"141",21402,"Native",6,42,"wrap_up","rp","wrap_up rp",7,0,245,245,0.5,0.5
"142",21404,"Native",6,45,"wrap_up","rp","wrap_up rp",6,0,325,325,-0.5,-0.5
"143",21406,"Native",6,44,"wrap_up","rp","wrap_up rp",5,0,358,358,0.5,-0.5
"144",21408,"Native",6,29,"wrap_up","rp","wrap_up rp",6,0,239,239,-0.5,-0.5
"145",21409,"Native",7,44,"wrap_up","rp","wrap_up rp",6,0,6869,6869,-0.5,-0.5
"146",21411,"Native",7,35,"wrap_up","rp","wrap_up rp",5,0,19477,19477,0.5,-0.5
"147",21413,"Native",7,26,"wrap_up","rp","wrap_up rp",8,0,19364,19364,-0.5,0.5
"148",21415,"Native",7,38,"wrap_up","rp","wrap_up rp",8,0,9577,9577,-0.5,0.5
"149",21417,"Native",7,28,"wrap_up","rp","wrap_up rp",6,0,1504,1504,-0.5,-0.5
"150",21419,"Native",7,45,"wrap_up","rp","wrap_up rp",7,0,1725,1725,0.5,0.5
"151",21421,"Native",7,41,"wrap_up","rp","wrap_up rp",7,0,375,375,0.5,0.5
"152",21423,"Native",7,43,"wrap_up","rp","wrap_up rp",5,0,10163,10163,0.5,-0.5
"153",21425,"Native",7,27,"wrap_up","rp","wrap_up rp",5,0,2233,2233,0.5,-0.5
"154",21427,"Native",7,32,"wrap_up","rp","wrap_up rp",6,0,16171,16171,-0.5,-0.5
"155",21429,"Native",7,47,"wrap_up","rp","wrap_up rp",5,0,6354,6354,0.5,-0.5
"156",21431,"Native",7,42,"wrap_up","rp","wrap_up rp",8,0,3678,3678,-0.5,0.5
"157",21433,"Native",7,29,"wrap_up","rp","wrap_up rp",7,0,2507,2507,0.5,0.5
"158",21435,"Native",7,46,"wrap_up","rp","wrap_up rp",8,0,334,334,-0.5,0.5
"159",21437,"Native",7,36,"wrap_up","rp","wrap_up rp",6,0,9936,9936,-0.5,-0.5
"160",21439,"Native",7,39,"wrap_up","rp","wrap_up rp",5,0,5617,5617,0.5,-0.5
"161",21441,"Native",7,48,"wrap_up","rp","wrap_up rp",6,0,7998,7998,-0.5,-0.5
"162",21443,"Native",7,33,"wrap_up","rp","wrap_up rp",7,1,0,NA,0.5,0.5
"163",21445,"Native",7,34,"wrap_up","rp","wrap_up rp",8,0,574,574,-0.5,0.5
"164",21447,"Native",7,40,"wrap_up","rp","wrap_up rp",6,0,715,715,-0.5,-0.5
"165",21449,"Native",7,30,"wrap_up","rp","wrap_up rp",8,0,2885,2885,-0.5,0.5
"166",21451,"Native",7,25,"wrap_up","rp","wrap_up rp",7,0,8793,8793,0.5,0.5
"167",21453,"Native",7,31,"wrap_up","rp","wrap_up rp",5,0,523,523,0.5,-0.5
"168",21455,"Native",7,37,"wrap_up","rp","wrap_up rp",7,0,530,530,0.5,0.5
"169",21458,"Native",8,46,"wrap_up","rp","wrap_up rp",5,0,851,851,0.5,-0.5
"170",21460,"Native",8,41,"wrap_up","rp","wrap_up rp",8,0,1610,1610,-0.5,0.5
"171",21462,"Native",8,39,"wrap_up","rp","wrap_up rp",6,0,368,368,-0.5,-0.5
"172",21464,"Native",8,35,"wrap_up","rp","wrap_up rp",6,1,0,NA,-0.5,-0.5
"173",21466,"Native",8,26,"wrap_up","rp","wrap_up rp",5,0,852,852,0.5,-0.5
"174",21468,"Native",8,44,"wrap_up","rp","wrap_up rp",7,0,595,595,0.5,0.5
"175",21470,"Native",8,38,"wrap_up","rp","wrap_up rp",5,0,852,852,0.5,-0.5
"176",21472,"Native",8,28,"wrap_up","rp","wrap_up rp",7,0,448,448,0.5,0.5
"177",21474,"Native",8,34,"wrap_up","rp","wrap_up rp",5,0,634,634,0.5,-0.5
"178",21476,"Native",8,36,"wrap_up","rp","wrap_up rp",7,0,525,525,0.5,0.5
"179",21478,"Native",8,48,"wrap_up","rp","wrap_up rp",7,0,368,368,0.5,0.5
"180",21480,"Native",8,47,"wrap_up","rp","wrap_up rp",6,0,531,531,-0.5,-0.5
"181",21482,"Native",8,25,"wrap_up","rp","wrap_up rp",8,0,313,313,-0.5,0.5
"182",21484,"Native",8,43,"wrap_up","rp","wrap_up rp",6,0,300,300,-0.5,-0.5
"183",21486,"Native",8,42,"wrap_up","rp","wrap_up rp",5,1,0,NA,0.5,-0.5
"184",21488,"Native",8,31,"wrap_up","rp","wrap_up rp",6,0,213,213,-0.5,-0.5
"185",21490,"Native",8,32,"wrap_up","rp","wrap_up rp",7,0,459,459,0.5,0.5
"186",21492,"Native",8,33,"wrap_up","rp","wrap_up rp",8,0,200,200,-0.5,0.5
"187",21494,"Native",8,27,"wrap_up","rp","wrap_up rp",6,0,406,406,-0.5,-0.5
"188",21496,"Native",8,45,"wrap_up","rp","wrap_up rp",8,0,309,309,-0.5,0.5
"189",21498,"Native",8,30,"wrap_up","rp","wrap_up rp",5,0,301,301,0.5,-0.5
"190",21500,"Native",8,37,"wrap_up","rp","wrap_up rp",8,0,508,508,-0.5,0.5
"191",21502,"Native",8,29,"wrap_up","rp","wrap_up rp",8,0,737,737,-0.5,0.5
"192",21504,"Native",8,40,"wrap_up","rp","wrap_up rp",7,0,706,706,0.5,0.5
"193",21505,"Native",9,40,"wrap_up","rp","wrap_up rp",8,0,8672,8672,-0.5,0.5
"194",21507,"Native",9,37,"wrap_up","rp","wrap_up rp",5,0,1009,1009,0.5,-0.5
"195",21509,"Native",9,42,"wrap_up","rp","wrap_up rp",6,0,889,889,-0.5,-0.5
"196",21511,"Native",9,39,"wrap_up","rp","wrap_up rp",7,0,1819,1819,0.5,0.5
"197",21513,"Native",9,35,"wrap_up","rp","wrap_up rp",7,0,900,900,0.5,0.5
"198",21515,"Native",9,38,"wrap_up","rp","wrap_up rp",6,0,409,409,-0.5,-0.5
"199",21517,"Native",9,26,"wrap_up","rp","wrap_up rp",6,0,1246,1246,-0.5,-0.5
"200",21519,"Native",9,32,"wrap_up","rp","wrap_up rp",8,1,0,NA,-0.5,0.5
"201",21521,"Native",9,29,"wrap_up","rp","wrap_up rp",5,0,807,807,0.5,-0.5
"202",21523,"Native",9,47,"wrap_up","rp","wrap_up rp",7,0,5563,5563,0.5,0.5
"203",21525,"Native",9,36,"wrap_up","rp","wrap_up rp",8,0,1499,1499,-0.5,0.5
"204",21527,"Native",9,27,"wrap_up","rp","wrap_up rp",7,0,1392,1392,0.5,0.5
"205",21529,"Native",9,48,"wrap_up","rp","wrap_up rp",8,0,678,678,-0.5,0.5
"206",21531,"Native",9,28,"wrap_up","rp","wrap_up rp",8,0,512,512,-0.5,0.5
"207",21533,"Native",9,33,"wrap_up","rp","wrap_up rp",5,0,652,652,0.5,-0.5
"208",21535,"Native",9,31,"wrap_up","rp","wrap_up rp",7,0,1171,1171,0.5,0.5
"209",21537,"Native",9,43,"wrap_up","rp","wrap_up rp",7,0,721,721,0.5,0.5
"210",21539,"Native",9,44,"wrap_up","rp","wrap_up rp",8,0,961,961,-0.5,0.5
"211",21541,"Native",9,45,"wrap_up","rp","wrap_up rp",5,0,964,964,0.5,-0.5
"212",21543,"Native",9,46,"wrap_up","rp","wrap_up rp",6,0,105,105,-0.5,-0.5
"213",21545,"Native",9,30,"wrap_up","rp","wrap_up rp",6,0,1158,1158,-0.5,-0.5
"214",21547,"Native",9,25,"wrap_up","rp","wrap_up rp",5,0,649,649,0.5,-0.5
"215",21549,"Native",9,41,"wrap_up","rp","wrap_up rp",5,0,291,291,0.5,-0.5
"216",21551,"Native",9,34,"wrap_up","rp","wrap_up rp",6,0,2855,2855,-0.5,-0.5
"217",21553,"Native",10,40,"wrap_up","rp","wrap_up rp",5,0,586,586,0.5,-0.5
"218",21555,"Native",10,25,"wrap_up","rp","wrap_up rp",6,0,1114,1114,-0.5,-0.5
"219",21557,"Native",10,28,"wrap_up","rp","wrap_up rp",5,0,3214,3214,0.5,-0.5
"220",21559,"Native",10,29,"wrap_up","rp","wrap_up rp",6,0,1120,1120,-0.5,-0.5
"221",21561,"Native",10,47,"wrap_up","rp","wrap_up rp",8,0,2743,2743,-0.5,0.5
"222",21563,"Native",10,37,"wrap_up","rp","wrap_up rp",6,0,594,594,-0.5,-0.5
"223",21565,"Native",10,30,"wrap_up","rp","wrap_up rp",7,0,2012,2012,0.5,0.5
"224",21567,"Native",10,45,"wrap_up","rp","wrap_up rp",6,0,3632,3632,-0.5,-0.5
"225",21569,"Native",10,36,"wrap_up","rp","wrap_up rp",5,0,579,579,0.5,-0.5
"226",21571,"Native",10,26,"wrap_up","rp","wrap_up rp",7,1,0,NA,0.5,0.5
"227",21573,"Native",10,32,"wrap_up","rp","wrap_up rp",5,1,0,NA,0.5,-0.5
"228",21575,"Native",10,43,"wrap_up","rp","wrap_up rp",8,0,250,250,-0.5,0.5
"229",21577,"Native",10,33,"wrap_up","rp","wrap_up rp",6,0,720,720,-0.5,-0.5
"230",21579,"Native",10,31,"wrap_up","rp","wrap_up rp",8,0,2086,2086,-0.5,0.5
"231",21581,"Native",10,39,"wrap_up","rp","wrap_up rp",8,0,113,113,-0.5,0.5
"232",21583,"Native",10,42,"wrap_up","rp","wrap_up rp",7,0,2804,2804,0.5,0.5
"233",21585,"Native",10,48,"wrap_up","rp","wrap_up rp",5,0,325,325,0.5,-0.5
"234",21587,"Native",10,27,"wrap_up","rp","wrap_up rp",8,1,0,NA,-0.5,0.5
"235",21589,"Native",10,35,"wrap_up","rp","wrap_up rp",8,0,1878,1878,-0.5,0.5
"236",21591,"Native",10,46,"wrap_up","rp","wrap_up rp",7,0,3382,3382,0.5,0.5
"237",21593,"Native",10,38,"wrap_up","rp","wrap_up rp",7,0,86,86,0.5,0.5
"238",21595,"Native",10,34,"wrap_up","rp","wrap_up rp",7,1,0,NA,0.5,0.5
"239",21597,"Native",10,44,"wrap_up","rp","wrap_up rp",5,0,570,570,0.5,-0.5
"240",21599,"Native",10,41,"wrap_up","rp","wrap_up rp",6,1,0,NA,-0.5,-0.5
"241",21601,"Native",11,37,"wrap_up","rp","wrap_up rp",7,0,612,612,0.5,0.5
"242",21603,"Native",11,43,"wrap_up","rp","wrap_up rp",5,0,918,918,0.5,-0.5
"243",21605,"Native",11,34,"wrap_up","rp","wrap_up rp",8,0,5992,5992,-0.5,0.5
"244",21607,"Native",11,38,"wrap_up","rp","wrap_up rp",8,0,1518,1518,-0.5,0.5
"245",21609,"Native",11,26,"wrap_up","rp","wrap_up rp",8,0,922,922,-0.5,0.5
"246",21611,"Native",11,42,"wrap_up","rp","wrap_up rp",8,0,1128,1128,-0.5,0.5
"247",21613,"Native",11,46,"wrap_up","rp","wrap_up rp",8,0,3672,3672,-0.5,0.5
"248",21615,"Native",11,41,"wrap_up","rp","wrap_up rp",7,0,410,410,0.5,0.5
"249",21617,"Native",11,31,"wrap_up","rp","wrap_up rp",5,0,734,734,0.5,-0.5
"250",21619,"Native",11,45,"wrap_up","rp","wrap_up rp",7,0,418,418,0.5,0.5
"251",21621,"Native",11,35,"wrap_up","rp","wrap_up rp",5,1,0,NA,0.5,-0.5
"252",21623,"Native",11,32,"wrap_up","rp","wrap_up rp",6,1,0,NA,-0.5,-0.5
"253",21625,"Native",11,47,"wrap_up","rp","wrap_up rp",5,0,438,438,0.5,-0.5
"254",21627,"Native",11,36,"wrap_up","rp","wrap_up rp",6,0,1184,1184,-0.5,-0.5
"255",21629,"Native",11,25,"wrap_up","rp","wrap_up rp",7,0,832,832,0.5,0.5
"256",21631,"Native",11,30,"wrap_up","rp","wrap_up rp",8,0,278,278,-0.5,0.5
"257",21633,"Native",11,40,"wrap_up","rp","wrap_up rp",6,0,730,730,-0.5,-0.5
"258",21635,"Native",11,48,"wrap_up","rp","wrap_up rp",6,0,214,214,-0.5,-0.5
"259",21637,"Native",11,29,"wrap_up","rp","wrap_up rp",7,0,646,646,0.5,0.5
"260",21639,"Native",11,27,"wrap_up","rp","wrap_up rp",5,0,512,512,0.5,-0.5
"261",21641,"Native",11,33,"wrap_up","rp","wrap_up rp",7,0,168,168,0.5,0.5
"262",21643,"Native",11,39,"wrap_up","rp","wrap_up rp",5,0,648,648,0.5,-0.5
"263",21645,"Native",11,28,"wrap_up","rp","wrap_up rp",6,0,256,256,-0.5,-0.5
"264",21647,"Native",11,44,"wrap_up","rp","wrap_up rp",6,0,878,878,-0.5,-0.5
"265",21649,"Native",12,37,"wrap_up","rp","wrap_up rp",6,0,888,888,-0.5,-0.5
"266",21651,"Native",12,43,"wrap_up","rp","wrap_up rp",8,0,2487,2487,-0.5,0.5
"267",21653,"Native",12,25,"wrap_up","rp","wrap_up rp",6,0,911,911,-0.5,-0.5
"268",21655,"Native",12,26,"wrap_up","rp","wrap_up rp",7,1,0,NA,0.5,0.5
"269",21657,"Native",12,46,"wrap_up","rp","wrap_up rp",7,0,886,886,0.5,0.5
"270",21659,"Native",12,31,"wrap_up","rp","wrap_up rp",8,0,156,156,-0.5,0.5
"271",21661,"Native",12,39,"wrap_up","rp","wrap_up rp",8,0,759,759,-0.5,0.5
"272",21663,"Native",12,38,"wrap_up","rp","wrap_up rp",7,0,442,442,0.5,0.5
"273",21665,"Native",12,27,"wrap_up","rp","wrap_up rp",8,0,209,209,-0.5,0.5
"274",21667,"Native",12,41,"wrap_up","rp","wrap_up rp",6,0,226,226,-0.5,-0.5
"275",21669,"Native",12,29,"wrap_up","rp","wrap_up rp",6,0,399,399,-0.5,-0.5
"276",21671,"Native",12,35,"wrap_up","rp","wrap_up rp",8,1,0,NA,-0.5,0.5
"277",21673,"Native",12,40,"wrap_up","rp","wrap_up rp",5,0,272,272,0.5,-0.5
"278",21675,"Native",12,33,"wrap_up","rp","wrap_up rp",6,0,1085,1085,-0.5,-0.5
"279",21677,"Native",12,36,"wrap_up","rp","wrap_up rp",5,0,921,921,0.5,-0.5
