"","subject","item","region","measure","proficiency1","proficiency2","sort","condition","skips","rawdata","nozero","ambiguity","gender","trimmed_nozero"
"9741",12,5,"disamb","rp",63,0.5,"disamb rp",2,0,869,869,0.5,0.5,869
"9743",12,21,"disamb","rp",63,0.5,"disamb rp",2,0,429,429,0.5,0.5,429
"9745",12,10,"disamb","rp",63,0.5,"disamb rp",3,0,607,607,-0.5,-0.5,607
"9747",12,17,"disamb","rp",63,0.5,"disamb rp",2,0,1180,1180,0.5,0.5,1180
"9749",12,12,"disamb","rp",63,0.5,"disamb rp",1,0,275,275,0.5,-0.5,275
"10568",13,7,"disamb","rp",70,0.5,"disamb rp",2,0,536,536,0.5,0.5,536
"10570",13,3,"disamb","rp",70,0.5,"disamb rp",2,0,544,544,0.5,0.5,544
"10572",13,20,"disamb","rp",70,0.5,"disamb rp",3,0,362,362,-0.5,-0.5,362
"10574",13,23,"disamb","rp",70,0.5,"disamb rp",2,0,900,900,0.5,0.5,900
"10576",13,2,"disamb","rp",70,0.5,"disamb rp",1,0,2214,2214,0.5,-0.5,2214
"10578",13,13,"disamb","rp",70,0.5,"disamb rp",4,0,322,322,-0.5,0.5,322
"10580",13,24,"disamb","rp",70,0.5,"disamb rp",3,1,0,NA,-0.5,-0.5,NA
"10582",13,11,"disamb","rp",70,0.5,"disamb rp",2,0,346,346,0.5,0.5,346
"10584",13,14,"disamb","rp",70,0.5,"disamb rp",1,0,4004,4004,0.5,-0.5,4004
"10586",13,8,"disamb","rp",70,0.5,"disamb rp",3,0,324,324,-0.5,-0.5,324
"10588",13,15,"disamb","rp",70,0.5,"disamb rp",2,0,760,760,0.5,0.5,760
"10590",13,4,"disamb","rp",70,0.5,"disamb rp",3,0,312,312,-0.5,-0.5,312
"10592",13,1,"disamb","rp",70,0.5,"disamb rp",4,0,408,408,-0.5,0.5,408
"10594",13,12,"disamb","rp",70,0.5,"disamb rp",3,0,346,346,-0.5,-0.5,346
"10596",13,10,"disamb","rp",70,0.5,"disamb rp",1,0,310,310,0.5,-0.5,310
"10598",13,9,"disamb","rp",70,0.5,"disamb rp",4,0,496,496,-0.5,0.5,496
"10600",13,17,"disamb","rp",70,0.5,"disamb rp",4,0,306,306,-0.5,0.5,306
"10602",13,22,"disamb","rp",70,0.5,"disamb rp",1,0,396,396,0.5,-0.5,396
"10604",13,21,"disamb","rp",70,0.5,"disamb rp",4,0,534,534,-0.5,0.5,534
"10606",13,6,"disamb","rp",70,0.5,"disamb rp",1,0,3098,3098,0.5,-0.5,3098
"10608",13,5,"disamb","rp",70,0.5,"disamb rp",4,0,294,294,-0.5,0.5,294
"10610",13,19,"disamb","rp",70,0.5,"disamb rp",2,0,338,338,0.5,0.5,338
"10612",13,16,"disamb","rp",70,0.5,"disamb rp",3,0,440,440,-0.5,-0.5,440
"10614",13,18,"disamb","rp",70,0.5,"disamb rp",1,0,372,372,0.5,-0.5,372
"11431",14,12,"disamb","rp",72,-0.5,"disamb rp",4,0,1272,1272,-0.5,0.5,1272
"11433",14,23,"disamb","rp",72,-0.5,"disamb rp",3,0,760,760,-0.5,-0.5,760
"11435",14,22,"disamb","rp",72,-0.5,"disamb rp",2,0,4120,4120,0.5,0.5,4120
"11437",14,20,"disamb","rp",72,-0.5,"disamb rp",4,0,4532,4532,-0.5,0.5,4532
"11439",14,10,"disamb","rp",72,-0.5,"disamb rp",2,0,824,824,0.5,0.5,824
"11441",14,15,"disamb","rp",72,-0.5,"disamb rp",3,0,434,434,-0.5,-0.5,434
"11443",14,6,"disamb","rp",72,-0.5,"disamb rp",2,0,1524,1524,0.5,0.5,1524
"11445",14,4,"disamb","rp",72,-0.5,"disamb rp",4,0,392,392,-0.5,0.5,392
"11447",14,18,"disamb","rp",72,-0.5,"disamb rp",2,0,1294,1294,0.5,0.5,1294
"11449",14,7,"disamb","rp",72,-0.5,"disamb rp",3,0,1180,1180,-0.5,-0.5,1180
"11451",14,24,"disamb","rp",72,-0.5,"disamb rp",4,0,216,216,-0.5,0.5,216
"11453",14,16,"disamb","rp",72,-0.5,"disamb rp",4,0,246,246,-0.5,0.5,246
"11455",14,3,"disamb","rp",72,-0.5,"disamb rp",3,0,244,244,-0.5,-0.5,244
"11457",14,2,"disamb","rp",72,-0.5,"disamb rp",2,0,1426,1426,0.5,0.5,1426
"11459",14,21,"disamb","rp",72,-0.5,"disamb rp",1,0,220,220,0.5,-0.5,220
"11461",14,13,"disamb","rp",72,-0.5,"disamb rp",1,0,1064,1064,0.5,-0.5,1064
"11463",14,9,"disamb","rp",72,-0.5,"disamb rp",1,0,252,252,0.5,-0.5,252
"11465",14,17,"disamb","rp",72,-0.5,"disamb rp",1,1,0,NA,0.5,-0.5,NA
"11467",14,19,"disamb","rp",72,-0.5,"disamb rp",3,0,298,298,-0.5,-0.5,298
"11469",14,11,"disamb","rp",72,-0.5,"disamb rp",3,0,254,254,-0.5,-0.5,254
"11471",14,1,"disamb","rp",72,-0.5,"disamb rp",1,0,252,252,0.5,-0.5,252
"11473",14,5,"disamb","rp",72,-0.5,"disamb rp",1,0,194,194,0.5,-0.5,194
"11475",14,14,"disamb","rp",72,-0.5,"disamb rp",2,0,238,238,0.5,0.5,238
"11477",14,8,"disamb","rp",72,-0.5,"disamb rp",4,0,240,240,-0.5,0.5,240
"12271",15,7,"disamb","rp",73,-0.5,"disamb rp",4,0,234,234,-0.5,0.5,234
"12273",15,16,"disamb","rp",73,-0.5,"disamb rp",1,0,268,268,0.5,-0.5,268
"12275",15,14,"disamb","rp",73,-0.5,"disamb rp",3,0,892,892,-0.5,-0.5,892
"12277",15,3,"disamb","rp",73,-0.5,"disamb rp",4,0,312,312,-0.5,0.5,312
"12279",15,19,"disamb","rp",73,-0.5,"disamb rp",4,0,1226,1226,-0.5,0.5,1226
"12282",15,11,"disamb","rp",73,-0.5,"disamb rp",4,0,296,296,-0.5,0.5,296
"12284",15,20,"disamb","rp",73,-0.5,"disamb rp",1,0,282,282,0.5,-0.5,282
"12286",15,8,"disamb","rp",73,-0.5,"disamb rp",1,0,348,348,0.5,-0.5,348
"12288",15,17,"disamb","rp",73,-0.5,"disamb rp",2,0,1270,1270,0.5,0.5,1270
"12290",15,13,"disamb","rp",73,-0.5,"disamb rp",2,0,294,294,0.5,0.5,294
"12292",15,22,"disamb","rp",73,-0.5,"disamb rp",3,0,376,376,-0.5,-0.5,376
"12294",15,18,"disamb","rp",73,-0.5,"disamb rp",3,0,328,328,-0.5,-0.5,328
"12296",15,6,"disamb","rp",73,-0.5,"disamb rp",3,0,328,328,-0.5,-0.5,328
"12298",15,4,"disamb","rp",73,-0.5,"disamb rp",1,0,676,676,0.5,-0.5,676
"12301",15,12,"disamb","rp",73,-0.5,"disamb rp",1,0,232,232,0.5,-0.5,232
"12304",15,1,"disamb","rp",73,-0.5,"disamb rp",2,0,254,254,0.5,0.5,254
"12306",15,23,"disamb","rp",73,-0.5,"disamb rp",4,0,288,288,-0.5,0.5,288
"12308",15,2,"disamb","rp",73,-0.5,"disamb rp",3,0,292,292,-0.5,-0.5,292
"12310",15,24,"disamb","rp",73,-0.5,"disamb rp",1,0,788,788,0.5,-0.5,788
"12313",15,9,"disamb","rp",73,-0.5,"disamb rp",2,0,382,382,0.5,0.5,382
"13087",16,12,"disamb","rp",69,0.5,"disamb rp",2,0,212,212,0.5,0.5,212
"13089",16,11,"disamb","rp",69,0.5,"disamb rp",1,0,100,100,0.5,-0.5,100
"13091",16,9,"disamb","rp",69,0.5,"disamb rp",3,0,198,198,-0.5,-0.5,198
"13093",16,14,"disamb","rp",69,0.5,"disamb rp",4,0,192,192,-0.5,0.5,192
"13095",16,20,"disamb","rp",69,0.5,"disamb rp",2,0,218,218,0.5,0.5,218
"13097",16,7,"disamb","rp",69,0.5,"disamb rp",1,0,180,180,0.5,-0.5,180
"13099",16,6,"disamb","rp",69,0.5,"disamb rp",4,0,194,194,-0.5,0.5,194
"13101",16,18,"disamb","rp",69,0.5,"disamb rp",4,0,160,160,-0.5,0.5,160
"13103",16,24,"disamb","rp",69,0.5,"disamb rp",2,0,262,262,0.5,0.5,262
"13105",16,13,"disamb","rp",69,0.5,"disamb rp",3,0,240,240,-0.5,-0.5,240
"13107",16,3,"disamb","rp",69,0.5,"disamb rp",1,0,200,200,0.5,-0.5,200
"13109",16,4,"disamb","rp",69,0.5,"disamb rp",2,0,216,216,0.5,0.5,216
"13111",16,19,"disamb","rp",69,0.5,"disamb rp",1,0,220,220,0.5,-0.5,220
"13113",16,21,"disamb","rp",69,0.5,"disamb rp",3,0,712,712,-0.5,-0.5,NA
"13115",16,5,"disamb","rp",69,0.5,"disamb rp",3,0,186,186,-0.5,-0.5,186
"13117",16,15,"disamb","rp",69,0.5,"disamb rp",1,0,200,200,0.5,-0.5,200
"13119",16,22,"disamb","rp",69,0.5,"disamb rp",4,0,256,256,-0.5,0.5,256
"13121",16,17,"disamb","rp",69,0.5,"disamb rp",3,0,118,118,-0.5,-0.5,118
"13123",16,16,"disamb","rp",69,0.5,"disamb rp",2,0,294,294,0.5,0.5,294
"13125",16,8,"disamb","rp",69,0.5,"disamb rp",2,0,238,238,0.5,0.5,238
"13127",16,23,"disamb","rp",69,0.5,"disamb rp",1,0,212,212,0.5,-0.5,212
"13129",16,2,"disamb","rp",69,0.5,"disamb rp",4,0,216,216,-0.5,0.5,216
"13131",16,1,"disamb","rp",69,0.5,"disamb rp",3,0,260,260,-0.5,-0.5,260
"13133",16,10,"disamb","rp",69,0.5,"disamb rp",4,0,554,554,-0.5,0.5,554
"13951",17,8,"disamb","rp",82,-0.5,"disamb rp",3,0,202,202,-0.5,-0.5,202
"13953",17,16,"disamb","rp",82,-0.5,"disamb rp",3,0,456,456,-0.5,-0.5,456
"13955",17,15,"disamb","rp",82,-0.5,"disamb rp",2,0,602,602,0.5,0.5,602
"13957",17,11,"disamb","rp",82,-0.5,"disamb rp",2,0,576,576,0.5,0.5,576
"13959",17,1,"disamb","rp",82,-0.5,"disamb rp",4,0,436,436,-0.5,0.5,436
"13961",17,9,"disamb","rp",82,-0.5,"disamb rp",4,0,736,736,-0.5,0.5,736
"13963",17,2,"disamb","rp",82,-0.5,"disamb rp",1,0,386,386,0.5,-0.5,386
"13965",17,20,"disamb","rp",82,-0.5,"disamb rp",3,0,332,332,-0.5,-0.5,332
"13967",17,24,"disamb","rp",82,-0.5,"disamb rp",3,0,282,282,-0.5,-0.5,282
"13969",17,18,"disamb","rp",82,-0.5,"disamb rp",1,0,2106,2106,0.5,-0.5,2106
"13971",17,6,"disamb","rp",82,-0.5,"disamb rp",1,0,1048,1048,0.5,-0.5,1048
"13973",17,14,"disamb","rp",82,-0.5,"disamb rp",1,0,3854,3854,0.5,-0.5,NA
"13975",17,5,"disamb","rp",82,-0.5,"disamb rp",4,0,652,652,-0.5,0.5,652
"13977",17,13,"disamb","rp",82,-0.5,"disamb rp",4,0,514,514,-0.5,0.5,514
"13979",17,17,"disamb","rp",82,-0.5,"disamb rp",4,0,350,350,-0.5,0.5,350
"13981",17,3,"disamb","rp",82,-0.5,"disamb rp",2,1,0,NA,0.5,0.5,NA
"13983",17,4,"disamb","rp",82,-0.5,"disamb rp",3,0,566,566,-0.5,-0.5,566
"13985",17,12,"disamb","rp",82,-0.5,"disamb rp",3,0,292,292,-0.5,-0.5,292
"13987",17,19,"disamb","rp",82,-0.5,"disamb rp",2,0,244,244,0.5,0.5,244
"13989",17,22,"disamb","rp",82,-0.5,"disamb rp",1,0,772,772,0.5,-0.5,772
"13991",17,23,"disamb","rp",82,-0.5,"disamb rp",2,0,414,414,0.5,0.5,414
"13993",17,10,"disamb","rp",82,-0.5,"disamb rp",1,0,894,894,0.5,-0.5,894
"13995",17,21,"disamb","rp",82,-0.5,"disamb rp",4,0,246,246,-0.5,0.5,246
"13997",17,7,"disamb","rp",82,-0.5,"disamb rp",2,0,314,314,0.5,0.5,314
"14815",18,17,"disamb","rp",89,-0.5,"disamb rp",1,0,206,206,0.5,-0.5,206
"14817",18,5,"disamb","rp",89,-0.5,"disamb rp",1,1,0,NA,0.5,-0.5,NA
"14819",18,12,"disamb","rp",89,-0.5,"disamb rp",4,1,0,NA,-0.5,0.5,NA
"14821",18,24,"disamb","rp",89,-0.5,"disamb rp",4,1,0,NA,-0.5,0.5,NA
"14823",18,23,"disamb","rp",89,-0.5,"disamb rp",3,0,562,562,-0.5,-0.5,562
"14825",18,16,"disamb","rp",89,-0.5,"disamb rp",4,0,270,270,-0.5,0.5,270
"14827",18,8,"disamb","rp",89,-0.5,"disamb rp",4,0,242,242,-0.5,0.5,242
"14829",18,1,"disamb","rp",89,-0.5,"disamb rp",1,0,422,422,0.5,-0.5,422
"14831",18,15,"disamb","rp",89,-0.5,"disamb rp",3,1,0,NA,-0.5,-0.5,NA
"14833",18,14,"disamb","rp",89,-0.5,"disamb rp",2,1,0,NA,0.5,0.5,NA
"14835",18,3,"disamb","rp",89,-0.5,"disamb rp",3,0,714,714,-0.5,-0.5,714
"14837",18,18,"disamb","rp",89,-0.5,"disamb rp",2,0,244,244,0.5,0.5,244
"14839",18,21,"disamb","rp",89,-0.5,"disamb rp",1,0,592,592,0.5,-0.5,592
"14841",18,2,"disamb","rp",89,-0.5,"disamb rp",2,0,246,246,0.5,0.5,246
"14843",18,13,"disamb","rp",89,-0.5,"disamb rp",1,0,854,854,0.5,-0.5,854
"14845",18,20,"disamb","rp",89,-0.5,"disamb rp",4,0,430,430,-0.5,0.5,430
"14847",18,4,"disamb","rp",89,-0.5,"disamb rp",4,1,0,NA,-0.5,0.5,NA
"14849",18,7,"disamb","rp",89,-0.5,"disamb rp",3,0,498,498,-0.5,-0.5,498
"14851",18,6,"disamb","rp",89,-0.5,"disamb rp",2,0,270,270,0.5,0.5,270
"14853",18,10,"disamb","rp",89,-0.5,"disamb rp",2,0,264,264,0.5,0.5,264
"14855",18,22,"disamb","rp",89,-0.5,"disamb rp",2,0,256,256,0.5,0.5,256
"14857",18,9,"disamb","rp",89,-0.5,"disamb rp",1,0,208,208,0.5,-0.5,208
"14859",18,19,"disamb","rp",89,-0.5,"disamb rp",3,0,238,238,-0.5,-0.5,238
"14861",18,11,"disamb","rp",89,-0.5,"disamb rp",3,0,570,570,-0.5,-0.5,570
"15680",19,8,"disamb","rp",53,0.5,"disamb rp",1,0,638,638,0.5,-0.5,638
"15682",19,7,"disamb","rp",53,0.5,"disamb rp",4,0,208,208,-0.5,0.5,208
"15684",19,11,"disamb","rp",53,0.5,"disamb rp",4,0,168,168,-0.5,0.5,168
"15686",19,20,"disamb","rp",53,0.5,"disamb rp",1,0,516,516,0.5,-0.5,516
"15688",19,21,"disamb","rp",53,0.5,"disamb rp",2,0,686,686,0.5,0.5,686
"15690",19,19,"disamb","rp",53,0.5,"disamb rp",4,0,180,180,-0.5,0.5,180
"15692",19,5,"disamb","rp",53,0.5,"disamb rp",2,0,1050,1050,0.5,0.5,1050
"15694",19,12,"disamb","rp",53,0.5,"disamb rp",1,1,0,NA,0.5,-0.5,NA
"15696",19,2,"disamb","rp",53,0.5,"disamb rp",3,0,164,164,-0.5,-0.5,164
"15698",19,13,"disamb","rp",53,0.5,"disamb rp",2,0,302,302,0.5,0.5,302
"15700",19,17,"disamb","rp",53,0.5,"disamb rp",2,0,322,322,0.5,0.5,322
"15702",19,6,"disamb","rp",53,0.5,"disamb rp",3,0,326,326,-0.5,-0.5,326
"15704",19,18,"disamb","rp",53,0.5,"disamb rp",3,0,308,308,-0.5,-0.5,308
"15706",19,3,"disamb","rp",53,0.5,"disamb rp",4,1,0,NA,-0.5,0.5,NA
"15708",19,24,"disamb","rp",53,0.5,"disamb rp",1,1,0,NA,0.5,-0.5,NA
"15710",19,1,"disamb","rp",53,0.5,"disamb rp",2,0,274,274,0.5,0.5,274
"15712",19,9,"disamb","rp",53,0.5,"disamb rp",2,0,522,522,0.5,0.5,522
"15714",19,10,"disamb","rp",53,0.5,"disamb rp",3,0,212,212,-0.5,-0.5,212
"15716",19,23,"disamb","rp",53,0.5,"disamb rp",4,0,266,266,-0.5,0.5,266
"15718",19,4,"disamb","rp",53,0.5,"disamb rp",1,0,124,124,0.5,-0.5,124
"15720",19,14,"disamb","rp",53,0.5,"disamb rp",3,0,276,276,-0.5,-0.5,276
"15722",19,22,"disamb","rp",53,0.5,"disamb rp",3,0,234,234,-0.5,-0.5,234
"15724",19,16,"disamb","rp",53,0.5,"disamb rp",1,0,194,194,0.5,-0.5,194
"15726",19,15,"disamb","rp",53,0.5,"disamb rp",4,0,184,184,-0.5,0.5,184
"16544",20,6,"disamb","rp",81,-0.5,"disamb rp",4,0,268,268,-0.5,0.5,268
"16546",20,12,"disamb","rp",81,-0.5,"disamb rp",2,1,0,NA,0.5,0.5,NA
"16548",20,4,"disamb","rp",81,-0.5,"disamb rp",2,0,378,378,0.5,0.5,378
"16550",20,19,"disamb","rp",81,-0.5,"disamb rp",1,0,932,932,0.5,-0.5,932
"16552",20,7,"disamb","rp",81,-0.5,"disamb rp",1,0,590,590,0.5,-0.5,590
"16554",20,22,"disamb","rp",81,-0.5,"disamb rp",4,1,0,NA,-0.5,0.5,NA
"16556",20,14,"disamb","rp",81,-0.5,"disamb rp",4,0,188,188,-0.5,0.5,188
"16558",20,2,"disamb","rp",81,-0.5,"disamb rp",4,0,194,194,-0.5,0.5,194
"16560",20,8,"disamb","rp",81,-0.5,"disamb rp",2,0,206,206,0.5,0.5,206
"16562",20,10,"disamb","rp",81,-0.5,"disamb rp",4,0,180,180,-0.5,0.5,180
"16564",20,23,"disamb","rp",81,-0.5,"disamb rp",1,0,232,232,0.5,-0.5,232
"16566",20,13,"disamb","rp",81,-0.5,"disamb rp",3,0,204,204,-0.5,-0.5,204
"16568",20,3,"disamb","rp",81,-0.5,"disamb rp",1,0,718,718,0.5,-0.5,718
"16570",20,5,"disamb","rp",81,-0.5,"disamb rp",3,1,0,NA,-0.5,-0.5,NA
"16572",20,21,"disamb","rp",81,-0.5,"disamb rp",3,0,378,378,-0.5,-0.5,378
"16574",20,18,"disamb","rp",81,-0.5,"disamb rp",4,0,182,182,-0.5,0.5,182
"16576",20,9,"disamb","rp",81,-0.5,"disamb rp",3,0,208,208,-0.5,-0.5,208
"16578",20,17,"disamb","rp",81,-0.5,"disamb rp",3,0,346,346,-0.5,-0.5,346
"16580",20,11,"disamb","rp",81,-0.5,"disamb rp",1,0,334,334,0.5,-0.5,334
"16582",20,1,"disamb","rp",81,-0.5,"disamb rp",3,0,528,528,-0.5,-0.5,528
"16584",20,24,"disamb","rp",81,-0.5,"disamb rp",2,0,212,212,0.5,0.5,212
"16586",20,16,"disamb","rp",81,-0.5,"disamb rp",2,0,1588,1588,0.5,0.5,NA
"16588",20,15,"disamb","rp",81,-0.5,"disamb rp",1,0,444,444,0.5,-0.5,444
"16590",20,20,"disamb","rp",81,-0.5,"disamb rp",2,0,216,216,0.5,0.5,216
"17408",21,4,"disamb","rp",86,-0.5,"disamb rp",3,0,1866,1866,-0.5,-0.5,1866
"17410",21,23,"disamb","rp",86,-0.5,"disamb rp",2,0,596,596,0.5,0.5,596
"17412",21,22,"disamb","rp",86,-0.5,"disamb rp",1,0,196,196,0.5,-0.5,196
"17414",21,2,"disamb","rp",86,-0.5,"disamb rp",1,0,1620,1620,0.5,-0.5,1620
"17416",21,10,"disamb","rp",86,-0.5,"disamb rp",1,0,292,292,0.5,-0.5,292
"17418",21,12,"disamb","rp",86,-0.5,"disamb rp",3,0,272,272,-0.5,-0.5,272
"17420",21,18,"disamb","rp",86,-0.5,"disamb rp",1,0,486,486,0.5,-0.5,486
"17422",21,21,"disamb","rp",86,-0.5,"disamb rp",4,0,566,566,-0.5,0.5,566
"17424",21,7,"disamb","rp",86,-0.5,"disamb rp",2,0,286,286,0.5,0.5,286
"17426",21,14,"disamb","rp",86,-0.5,"disamb rp",1,0,618,618,0.5,-0.5,618
"17428",21,15,"disamb","rp",86,-0.5,"disamb rp",2,0,330,330,0.5,0.5,330
"17430",21,17,"disamb","rp",86,-0.5,"disamb rp",4,0,362,362,-0.5,0.5,362
"17432",21,16,"disamb","rp",86,-0.5,"disamb rp",3,0,288,288,-0.5,-0.5,288
"17434",21,20,"disamb","rp",86,-0.5,"disamb rp",3,0,538,538,-0.5,-0.5,538
"17436",21,6,"disamb","rp",86,-0.5,"disamb rp",1,0,926,926,0.5,-0.5,926
"17438",21,3,"disamb","rp",86,-0.5,"disamb rp",2,0,332,332,0.5,0.5,332
"17440",21,9,"disamb","rp",86,-0.5,"disamb rp",4,0,314,314,-0.5,0.5,314
"17442",21,19,"disamb","rp",86,-0.5,"disamb rp",2,0,1734,1734,0.5,0.5,1734
"17444",21,8,"disamb","rp",86,-0.5,"disamb rp",3,0,836,836,-0.5,-0.5,836
"17446",21,5,"disamb","rp",86,-0.5,"disamb rp",4,0,522,522,-0.5,0.5,522
"17448",21,24,"disamb","rp",86,-0.5,"disamb rp",3,1,0,NA,-0.5,-0.5,NA
"17450",21,1,"disamb","rp",86,-0.5,"disamb rp",4,0,290,290,-0.5,0.5,290
"17452",21,11,"disamb","rp",86,-0.5,"disamb rp",2,0,3130,3130,0.5,0.5,3130
"17454",21,13,"disamb","rp",86,-0.5,"disamb rp",4,0,874,874,-0.5,0.5,874
"18271",22,4,"disamb","rp",53,0.5,"disamb rp",4,0,458,458,-0.5,0.5,458
"18273",22,2,"disamb","rp",53,0.5,"disamb rp",2,0,480,480,0.5,0.5,480
"18275",22,16,"disamb","rp",53,0.5,"disamb rp",4,0,324,324,-0.5,0.5,324
"18277",22,7,"disamb","rp",53,0.5,"disamb rp",3,0,290,290,-0.5,-0.5,290
"18279",22,12,"disamb","rp",53,0.5,"disamb rp",4,0,294,294,-0.5,0.5,294
"18281",22,20,"disamb","rp",53,0.5,"disamb rp",4,0,330,330,-0.5,0.5,330
"18283",22,24,"disamb","rp",53,0.5,"disamb rp",4,0,372,372,-0.5,0.5,372
"18285",22,15,"disamb","rp",53,0.5,"disamb rp",3,0,294,294,-0.5,-0.5,294
"18287",22,22,"disamb","rp",53,0.5,"disamb rp",2,0,292,292,0.5,0.5,292
"18289",22,11,"disamb","rp",53,0.5,"disamb rp",3,0,320,320,-0.5,-0.5,320
"18291",22,19,"disamb","rp",53,0.5,"disamb rp",3,0,646,646,-0.5,-0.5,646
"18293",22,21,"disamb","rp",53,0.5,"disamb rp",1,0,312,312,0.5,-0.5,312
"18295",22,8,"disamb","rp",53,0.5,"disamb rp",4,0,466,466,-0.5,0.5,466
"18297",22,23,"disamb","rp",53,0.5,"disamb rp",3,0,602,602,-0.5,-0.5,602
"18299",22,14,"disamb","rp",53,0.5,"disamb rp",2,0,342,342,0.5,0.5,342
"18301",22,9,"disamb","rp",53,0.5,"disamb rp",1,0,302,302,0.5,-0.5,302
"18303",22,1,"disamb","rp",53,0.5,"disamb rp",1,0,776,776,0.5,-0.5,776
"18305",22,3,"disamb","rp",53,0.5,"disamb rp",3,0,638,638,-0.5,-0.5,638
"18307",22,5,"disamb","rp",53,0.5,"disamb rp",1,0,242,242,0.5,-0.5,242
"18309",22,13,"disamb","rp",53,0.5,"disamb rp",1,0,530,530,0.5,-0.5,530
"18311",22,6,"disamb","rp",53,0.5,"disamb rp",2,0,428,428,0.5,0.5,428
"18313",22,18,"disamb","rp",53,0.5,"disamb rp",2,0,256,256,0.5,0.5,256
"18315",22,10,"disamb","rp",53,0.5,"disamb rp",2,0,268,268,0.5,0.5,268
"18317",22,17,"disamb","rp",53,0.5,"disamb rp",1,0,294,294,0.5,-0.5,294
"19135",23,20,"disamb","rp",79,-0.5,"disamb rp",2,0,902,902,0.5,0.5,902
"19137",23,23,"disamb","rp",79,-0.5,"disamb rp",1,0,762,762,0.5,-0.5,762
"19139",23,16,"disamb","rp",79,-0.5,"disamb rp",2,0,3153,3153,0.5,0.5,3153
"19141",23,8,"disamb","rp",79,-0.5,"disamb rp",2,0,4424,4424,0.5,0.5,NA
"19143",23,5,"disamb","rp",79,-0.5,"disamb rp",3,0,509,509,-0.5,-0.5,509
"19145",23,7,"disamb","rp",79,-0.5,"disamb rp",1,0,223,223,0.5,-0.5,223
"19147",23,2,"disamb","rp",79,-0.5,"disamb rp",4,0,151,151,-0.5,0.5,151
"19149",23,21,"disamb","rp",79,-0.5,"disamb rp",3,0,209,209,-0.5,-0.5,209
"19151",23,6,"disamb","rp",79,-0.5,"disamb rp",4,0,273,273,-0.5,0.5,273
"19153",23,17,"disamb","rp",79,-0.5,"disamb rp",3,0,381,381,-0.5,-0.5,381
"19155",23,12,"disamb","rp",79,-0.5,"disamb rp",2,0,158,158,0.5,0.5,158
"19157",23,13,"disamb","rp",79,-0.5,"disamb rp",3,0,252,252,-0.5,-0.5,252
"19159",23,24,"disamb","rp",79,-0.5,"disamb rp",2,1,0,NA,0.5,0.5,NA
"19161",23,11,"disamb","rp",79,-0.5,"disamb rp",1,0,292,292,0.5,-0.5,292
"19163",23,4,"disamb","rp",79,-0.5,"disamb rp",2,0,495,495,0.5,0.5,495
"19165",23,22,"disamb","rp",79,-0.5,"disamb rp",4,0,263,263,-0.5,0.5,263
"19167",23,14,"disamb","rp",79,-0.5,"disamb rp",4,0,303,303,-0.5,0.5,303
"19169",23,3,"disamb","rp",79,-0.5,"disamb rp",1,1,0,NA,0.5,-0.5,NA
"19171",23,9,"disamb","rp",79,-0.5,"disamb rp",3,0,224,224,-0.5,-0.5,224
"19173",23,15,"disamb","rp",79,-0.5,"disamb rp",1,0,1092,1092,0.5,-0.5,1092
"19175",23,1,"disamb","rp",79,-0.5,"disamb rp",3,0,881,881,-0.5,-0.5,881
"19177",23,10,"disamb","rp",79,-0.5,"disamb rp",4,0,226,226,-0.5,0.5,226
"19179",23,18,"disamb","rp",79,-0.5,"disamb rp",4,0,184,184,-0.5,0.5,184
"19181",23,19,"disamb","rp",79,-0.5,"disamb rp",1,0,315,315,0.5,-0.5,315
"19993",24,11,"disamb","rp",86,-0.5,"disamb rp",4,0,420,420,-0.5,0.5,420
"19996",24,13,"disamb","rp",86,-0.5,"disamb rp",2,0,280,280,0.5,0.5,280
"19998",24,4,"disamb","rp",86,-0.5,"disamb rp",1,0,712,712,0.5,-0.5,712
"20000",24,12,"disamb","rp",86,-0.5,"disamb rp",1,0,352,352,0.5,-0.5,352
"20002",24,16,"disamb","rp",86,-0.5,"disamb rp",1,0,574,574,0.5,-0.5,574
"20004",24,1,"disamb","rp",86,-0.5,"disamb rp",2,0,288,288,0.5,0.5,288
"20006",24,2,"disamb","rp",86,-0.5,"disamb rp",3,0,338,338,-0.5,-0.5,338
"20008",24,18,"disamb","rp",86,-0.5,"disamb rp",3,0,310,310,-0.5,-0.5,310
"20010",24,6,"disamb","rp",86,-0.5,"disamb rp",3,0,648,648,-0.5,-0.5,648
"20012",24,14,"disamb","rp",86,-0.5,"disamb rp",3,0,334,334,-0.5,-0.5,334
"20014",24,23,"disamb","rp",86,-0.5,"disamb rp",4,0,420,420,-0.5,0.5,420
"20016",24,8,"disamb","rp",86,-0.5,"disamb rp",1,0,1658,1658,0.5,-0.5,NA
"20018",24,10,"disamb","rp",86,-0.5,"disamb rp",3,0,268,268,-0.5,-0.5,268
"20020",24,7,"disamb","rp",86,-0.5,"disamb rp",4,0,304,304,-0.5,0.5,304
"20022",24,20,"disamb","rp",86,-0.5,"disamb rp",1,0,624,624,0.5,-0.5,624
"20024",24,5,"disamb","rp",86,-0.5,"disamb rp",2,0,528,528,0.5,0.5,528
"20026",24,17,"disamb","rp",86,-0.5,"disamb rp",2,0,348,348,0.5,0.5,348
"20028",24,24,"disamb","rp",86,-0.5,"disamb rp",1,0,288,288,0.5,-0.5,288
"20030",24,9,"disamb","rp",86,-0.5,"disamb rp",2,0,352,352,0.5,0.5,352
