"","subject","item","region","measure","sort","condition","skips","rawdata","nozero","proficiency","ambiguity","continuation","trimmed_nozero"
"633",14,28,"disamb","fp","disamb fp",8,0,464,464,71,-0.5,0.5,464
"635",14,26,"disamb","fp","disamb fp",6,0,338,338,71,-0.5,-0.5,338
"637",14,37,"disamb","fp","disamb fp",5,0,356,356,71,0.5,-0.5,356
"639",14,36,"disamb","fp","disamb fp",8,0,204,204,71,-0.5,0.5,204
"641",14,46,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"643",14,29,"disamb","fp","disamb fp",5,0,142,142,71,0.5,-0.5,142
"645",14,38,"disamb","fp","disamb fp",6,0,350,350,71,-0.5,-0.5,350
"647",14,39,"disamb","fp","disamb fp",7,0,396,396,71,0.5,0.5,396
"649",14,47,"disamb","fp","disamb fp",7,0,714,714,71,0.5,0.5,714
"651",14,25,"disamb","fp","disamb fp",5,0,266,266,71,0.5,-0.5,266
"653",14,48,"disamb","fp","disamb fp",8,0,568,568,71,-0.5,0.5,568
"655",14,42,"disamb","fp","disamb fp",6,0,660,660,71,-0.5,-0.5,660
"657",14,45,"disamb","fp","disamb fp",5,0,402,402,71,0.5,-0.5,402
"659",14,43,"disamb","fp","disamb fp",7,0,458,458,71,0.5,0.5,458
"661",14,32,"disamb","fp","disamb fp",8,0,478,478,71,-0.5,0.5,478
"663",14,40,"disamb","fp","disamb fp",8,0,246,246,71,-0.5,0.5,246
"665",14,30,"disamb","fp","disamb fp",6,0,266,266,71,-0.5,-0.5,266
"667",14,31,"disamb","fp","disamb fp",7,0,212,212,71,0.5,0.5,212
"669",15,34,"disamb","fp","disamb fp",7,0,260,260,71,0.5,0.5,260
"671",15,30,"disamb","fp","disamb fp",7,0,464,464,71,0.5,0.5,464
"673",15,35,"disamb","fp","disamb fp",8,0,258,258,71,-0.5,0.5,258
"675",15,38,"disamb","fp","disamb fp",7,0,546,546,71,0.5,0.5,546
"677",15,46,"disamb","fp","disamb fp",7,0,266,266,71,0.5,0.5,266
"678",15,36,"disamb","fp","disamb fp",5,0,758,758,71,0.5,-0.5,758
"680",15,25,"disamb","fp","disamb fp",6,0,454,454,71,-0.5,-0.5,454
"682",15,28,"disamb","fp","disamb fp",5,0,482,482,71,0.5,-0.5,482
"684",15,33,"disamb","fp","disamb fp",6,0,452,452,71,-0.5,-0.5,452
"686",15,42,"disamb","fp","disamb fp",7,0,282,282,71,0.5,0.5,282
"688",15,45,"disamb","fp","disamb fp",6,0,614,614,71,-0.5,-0.5,614
"690",15,29,"disamb","fp","disamb fp",6,0,780,780,71,-0.5,-0.5,780
"692",15,41,"disamb","fp","disamb fp",6,0,660,660,71,-0.5,-0.5,660
"694",15,31,"disamb","fp","disamb fp",8,0,506,506,71,-0.5,0.5,506
"696",15,47,"disamb","fp","disamb fp",8,0,434,434,71,-0.5,0.5,434
"697",15,37,"disamb","fp","disamb fp",6,0,374,374,71,-0.5,-0.5,374
"699",15,27,"disamb","fp","disamb fp",8,0,376,376,71,-0.5,0.5,376
"700",15,48,"disamb","fp","disamb fp",5,0,998,998,71,0.5,-0.5,998
"702",15,40,"disamb","fp","disamb fp",5,0,290,290,71,0.5,-0.5,290
"704",15,43,"disamb","fp","disamb fp",8,0,384,384,71,-0.5,0.5,384
"706",15,39,"disamb","fp","disamb fp",8,0,460,460,71,-0.5,0.5,460
"708",15,26,"disamb","fp","disamb fp",7,0,488,488,71,0.5,0.5,488
"709",15,44,"disamb","fp","disamb fp",5,0,88,88,71,0.5,-0.5,88
"711",15,32,"disamb","fp","disamb fp",5,0,410,410,71,0.5,-0.5,410
"713",16,33,"disamb","fp","disamb fp",7,0,346,346,71,0.5,0.5,346
"715",16,25,"disamb","fp","disamb fp",7,0,368,368,71,0.5,0.5,368
"717",16,36,"disamb","fp","disamb fp",6,0,346,346,71,-0.5,-0.5,346
"719",16,47,"disamb","fp","disamb fp",5,0,582,582,71,0.5,-0.5,582
"721",16,48,"disamb","fp","disamb fp",6,0,402,402,71,-0.5,-0.5,402
"723",16,30,"disamb","fp","disamb fp",8,0,552,552,71,-0.5,0.5,552
"725",16,27,"disamb","fp","disamb fp",5,0,492,492,71,0.5,-0.5,492
"727",16,41,"disamb","fp","disamb fp",7,0,198,198,71,0.5,0.5,198
"729",16,46,"disamb","fp","disamb fp",8,0,234,234,71,-0.5,0.5,234
"731",16,38,"disamb","fp","disamb fp",8,0,346,346,71,-0.5,0.5,346
"733",16,44,"disamb","fp","disamb fp",6,0,238,238,71,-0.5,-0.5,238
"735",16,28,"disamb","fp","disamb fp",6,0,284,284,71,-0.5,-0.5,284
"737",16,31,"disamb","fp","disamb fp",5,0,342,342,71,0.5,-0.5,342
"739",16,29,"disamb","fp","disamb fp",7,0,806,806,71,0.5,0.5,806
"741",16,37,"disamb","fp","disamb fp",7,0,232,232,71,0.5,0.5,232
"743",16,32,"disamb","fp","disamb fp",6,0,318,318,71,-0.5,-0.5,318
"745",16,43,"disamb","fp","disamb fp",5,0,376,376,71,0.5,-0.5,376
"747",16,26,"disamb","fp","disamb fp",8,0,480,480,71,-0.5,0.5,480
"749",16,34,"disamb","fp","disamb fp",8,0,374,374,71,-0.5,0.5,374
"751",16,35,"disamb","fp","disamb fp",5,0,506,506,71,0.5,-0.5,506
"753",16,42,"disamb","fp","disamb fp",8,0,386,386,71,-0.5,0.5,386
"755",16,45,"disamb","fp","disamb fp",7,0,586,586,71,0.5,0.5,586
"757",16,40,"disamb","fp","disamb fp",6,0,358,358,71,-0.5,-0.5,358
"759",16,39,"disamb","fp","disamb fp",5,0,390,390,71,0.5,-0.5,390
"761",17,35,"disamb","fp","disamb fp",6,0,346,346,71,-0.5,-0.5,346
"763",17,40,"disamb","fp","disamb fp",7,0,430,430,71,0.5,0.5,430
"765",17,42,"disamb","fp","disamb fp",5,0,506,506,71,0.5,-0.5,506
"767",17,31,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"769",17,33,"disamb","fp","disamb fp",8,0,226,226,71,-0.5,0.5,226
"771",17,29,"disamb","fp","disamb fp",8,0,304,304,71,-0.5,0.5,304
"773",17,28,"disamb","fp","disamb fp",7,0,358,358,71,0.5,0.5,358
"775",17,41,"disamb","fp","disamb fp",8,0,334,334,71,-0.5,0.5,334
"777",17,44,"disamb","fp","disamb fp",7,0,346,346,71,0.5,0.5,346
"779",17,37,"disamb","fp","disamb fp",8,0,598,598,71,-0.5,0.5,598
"781",17,30,"disamb","fp","disamb fp",5,0,228,228,71,0.5,-0.5,228
"783",17,38,"disamb","fp","disamb fp",5,0,304,304,71,0.5,-0.5,304
"785",17,47,"disamb","fp","disamb fp",6,0,232,232,71,-0.5,-0.5,232
"787",17,32,"disamb","fp","disamb fp",7,0,504,504,71,0.5,0.5,504
"789",17,45,"disamb","fp","disamb fp",8,0,414,414,71,-0.5,0.5,414
"791",17,39,"disamb","fp","disamb fp",6,0,648,648,71,-0.5,-0.5,648
"793",17,27,"disamb","fp","disamb fp",6,0,406,406,71,-0.5,-0.5,406
"795",17,43,"disamb","fp","disamb fp",6,0,416,416,71,-0.5,-0.5,416
"797",17,48,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"799",17,34,"disamb","fp","disamb fp",5,0,376,376,71,0.5,-0.5,376
"801",17,25,"disamb","fp","disamb fp",8,0,274,274,71,-0.5,0.5,274
"803",17,36,"disamb","fp","disamb fp",7,0,400,400,71,0.5,0.5,400
"805",17,26,"disamb","fp","disamb fp",5,0,140,140,71,0.5,-0.5,140
"807",17,46,"disamb","fp","disamb fp",5,0,308,308,71,0.5,-0.5,308
"809",18,47,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"811",18,28,"disamb","fp","disamb fp",8,1,0,NA,71,-0.5,0.5,NA
"813",18,27,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"815",18,38,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"817",18,34,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"819",18,39,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"821",18,31,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"823",18,37,"disamb","fp","disamb fp",5,0,260,260,71,0.5,-0.5,260
"825",18,45,"disamb","fp","disamb fp",5,1,0,NA,71,0.5,-0.5,NA
"827",18,40,"disamb","fp","disamb fp",8,0,290,290,71,-0.5,0.5,290
"829",18,33,"disamb","fp","disamb fp",5,1,0,NA,71,0.5,-0.5,NA
"831",18,48,"disamb","fp","disamb fp",8,1,0,NA,71,-0.5,0.5,NA
"833",18,30,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"835",18,42,"disamb","fp","disamb fp",6,0,330,330,71,-0.5,-0.5,330
"837",18,25,"disamb","fp","disamb fp",5,0,382,382,71,0.5,-0.5,382
"839",18,32,"disamb","fp","disamb fp",8,0,320,320,71,-0.5,0.5,320
"841",18,44,"disamb","fp","disamb fp",8,1,0,NA,71,-0.5,0.5,NA
"843",18,29,"disamb","fp","disamb fp",5,0,346,346,71,0.5,-0.5,346
"845",18,41,"disamb","fp","disamb fp",5,0,304,304,71,0.5,-0.5,304
"847",18,35,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"849",18,46,"disamb","fp","disamb fp",6,0,216,216,71,-0.5,-0.5,216
"851",18,26,"disamb","fp","disamb fp",6,0,284,284,71,-0.5,-0.5,284
"853",18,36,"disamb","fp","disamb fp",8,0,300,300,71,-0.5,0.5,300
"855",18,43,"disamb","fp","disamb fp",7,0,398,398,71,0.5,0.5,398
"856",19,29,"disamb","fp","disamb fp",6,0,314,314,71,-0.5,-0.5,314
"858",19,45,"disamb","fp","disamb fp",6,0,246,246,71,-0.5,-0.5,246
"860",19,27,"disamb","fp","disamb fp",8,0,362,362,71,-0.5,0.5,362
"862",19,46,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"864",19,41,"disamb","fp","disamb fp",6,0,300,300,71,-0.5,-0.5,300
"866",19,30,"disamb","fp","disamb fp",7,0,290,290,71,0.5,0.5,290
"868",19,47,"disamb","fp","disamb fp",8,0,152,152,71,-0.5,0.5,152
"870",19,33,"disamb","fp","disamb fp",6,0,278,278,71,-0.5,-0.5,278
"872",19,39,"disamb","fp","disamb fp",8,0,364,364,71,-0.5,0.5,364
"874",19,40,"disamb","fp","disamb fp",5,0,354,354,71,0.5,-0.5,354
"876",19,48,"disamb","fp","disamb fp",5,1,0,NA,71,0.5,-0.5,NA
"878",19,32,"disamb","fp","disamb fp",5,0,326,326,71,0.5,-0.5,326
"880",19,42,"disamb","fp","disamb fp",7,0,506,506,71,0.5,0.5,506
"882",19,31,"disamb","fp","disamb fp",8,0,336,336,71,-0.5,0.5,336
"884",19,34,"disamb","fp","disamb fp",7,0,376,376,71,0.5,0.5,376
"886",19,35,"disamb","fp","disamb fp",8,0,142,142,71,-0.5,0.5,142
"888",19,37,"disamb","fp","disamb fp",6,0,356,356,71,-0.5,-0.5,356
"890",19,26,"disamb","fp","disamb fp",7,0,322,322,71,0.5,0.5,322
"892",19,43,"disamb","fp","disamb fp",8,0,496,496,71,-0.5,0.5,496
"894",19,25,"disamb","fp","disamb fp",6,0,120,120,71,-0.5,-0.5,120
"896",19,28,"disamb","fp","disamb fp",5,0,178,178,71,0.5,-0.5,178
"898",19,44,"disamb","fp","disamb fp",5,0,220,220,71,0.5,-0.5,220
"900",19,36,"disamb","fp","disamb fp",5,0,352,352,71,0.5,-0.5,352
"902",19,38,"disamb","fp","disamb fp",7,0,520,520,71,0.5,0.5,520
"904",20,41,"disamb","fp","disamb fp",7,0,96,96,71,0.5,0.5,96
"906",20,37,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"908",20,47,"disamb","fp","disamb fp",5,0,322,322,71,0.5,-0.5,322
"910",20,25,"disamb","fp","disamb fp",7,0,310,310,71,0.5,0.5,310
"912",20,39,"disamb","fp","disamb fp",5,1,0,NA,71,0.5,-0.5,NA
"914",20,40,"disamb","fp","disamb fp",6,0,354,354,71,-0.5,-0.5,354
"916",20,30,"disamb","fp","disamb fp",8,1,0,NA,71,-0.5,0.5,NA
"918",20,34,"disamb","fp","disamb fp",8,0,210,210,71,-0.5,0.5,210
"920",20,26,"disamb","fp","disamb fp",8,0,208,208,71,-0.5,0.5,208
"922",20,28,"disamb","fp","disamb fp",6,0,336,336,71,-0.5,-0.5,336
"924",20,36,"disamb","fp","disamb fp",6,0,304,304,71,-0.5,-0.5,304
"926",20,45,"disamb","fp","disamb fp",7,0,382,382,71,0.5,0.5,382
"928",20,42,"disamb","fp","disamb fp",8,0,344,344,71,-0.5,0.5,344
"930",20,29,"disamb","fp","disamb fp",7,0,366,366,71,0.5,0.5,366
"932",20,44,"disamb","fp","disamb fp",6,0,146,146,71,-0.5,-0.5,146
"934",20,46,"disamb","fp","disamb fp",8,0,96,96,71,-0.5,0.5,96
"936",20,32,"disamb","fp","disamb fp",6,0,430,430,71,-0.5,-0.5,430
"938",20,38,"disamb","fp","disamb fp",8,1,0,NA,71,-0.5,0.5,NA
"940",20,43,"disamb","fp","disamb fp",5,0,358,358,71,0.5,-0.5,358
"942",20,33,"disamb","fp","disamb fp",7,0,368,368,71,0.5,0.5,368
"944",20,31,"disamb","fp","disamb fp",5,0,502,502,71,0.5,-0.5,502
"946",20,35,"disamb","fp","disamb fp",5,0,390,390,71,0.5,-0.5,390
"948",20,48,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"950",20,27,"disamb","fp","disamb fp",5,0,510,510,71,0.5,-0.5,510
"952",21,31,"disamb","fp","disamb fp",6,0,1122,1122,71,-0.5,-0.5,1122
"954",21,37,"disamb","fp","disamb fp",8,0,120,120,71,-0.5,0.5,120
"956",21,36,"disamb","fp","disamb fp",7,0,160,160,71,0.5,0.5,160
"958",21,46,"disamb","fp","disamb fp",5,0,478,478,71,0.5,-0.5,478
"960",21,28,"disamb","fp","disamb fp",7,0,184,184,71,0.5,0.5,184
"962",21,34,"disamb","fp","disamb fp",5,0,486,486,71,0.5,-0.5,486
"964",21,35,"disamb","fp","disamb fp",6,0,624,624,71,-0.5,-0.5,624
"966",21,48,"disamb","fp","disamb fp",7,0,608,608,71,0.5,0.5,608
"968",21,47,"disamb","fp","disamb fp",6,0,372,372,71,-0.5,-0.5,372
"970",21,40,"disamb","fp","disamb fp",7,0,642,642,71,0.5,0.5,642
"972",21,41,"disamb","fp","disamb fp",8,0,416,416,71,-0.5,0.5,416
"974",21,44,"disamb","fp","disamb fp",7,0,524,524,71,0.5,0.5,524
"976",21,43,"disamb","fp","disamb fp",6,0,236,236,71,-0.5,-0.5,236
"978",21,25,"disamb","fp","disamb fp",8,0,376,376,71,-0.5,0.5,376
"980",21,39,"disamb","fp","disamb fp",6,0,424,424,71,-0.5,-0.5,424
"982",21,32,"disamb","fp","disamb fp",7,0,354,354,71,0.5,0.5,354
"984",21,27,"disamb","fp","disamb fp",6,0,608,608,71,-0.5,-0.5,608
"986",21,26,"disamb","fp","disamb fp",5,0,282,282,71,0.5,-0.5,282
"988",21,45,"disamb","fp","disamb fp",8,0,502,502,71,-0.5,0.5,502
"990",21,38,"disamb","fp","disamb fp",5,0,578,578,71,0.5,-0.5,578
"992",21,33,"disamb","fp","disamb fp",8,0,104,104,71,-0.5,0.5,104
"994",21,30,"disamb","fp","disamb fp",5,0,302,302,71,0.5,-0.5,302
"996",21,29,"disamb","fp","disamb fp",8,0,104,104,71,-0.5,0.5,104
"998",21,42,"disamb","fp","disamb fp",5,0,820,820,71,0.5,-0.5,820
"1001",22,47,"disamb","fp","disamb fp",7,0,464,464,71,0.5,0.5,464
"1003",22,36,"disamb","fp","disamb fp",8,0,338,338,71,-0.5,0.5,338
"1005",22,25,"disamb","fp","disamb fp",5,0,440,440,71,0.5,-0.5,440
"1007",22,43,"disamb","fp","disamb fp",7,0,348,348,71,0.5,0.5,348
"1009",22,27,"disamb","fp","disamb fp",7,0,372,372,71,0.5,0.5,372
"1011",22,38,"disamb","fp","disamb fp",6,0,386,386,71,-0.5,-0.5,386
"1013",22,35,"disamb","fp","disamb fp",7,0,330,330,71,0.5,0.5,330
"1015",22,40,"disamb","fp","disamb fp",8,0,320,320,71,-0.5,0.5,320
"1017",22,45,"disamb","fp","disamb fp",5,0,298,298,71,0.5,-0.5,298
"1019",22,39,"disamb","fp","disamb fp",7,0,402,402,71,0.5,0.5,402
"1021",22,28,"disamb","fp","disamb fp",8,0,310,310,71,-0.5,0.5,310
"1023",22,42,"disamb","fp","disamb fp",6,0,458,458,71,-0.5,-0.5,458
"1025",22,37,"disamb","fp","disamb fp",5,0,392,392,71,0.5,-0.5,392
"1027",22,30,"disamb","fp","disamb fp",6,0,392,392,71,-0.5,-0.5,392
"1029",22,31,"disamb","fp","disamb fp",7,0,424,424,71,0.5,0.5,424
"1031",22,32,"disamb","fp","disamb fp",8,0,316,316,71,-0.5,0.5,316
"1033",22,46,"disamb","fp","disamb fp",6,0,408,408,71,-0.5,-0.5,408
"1035",22,34,"disamb","fp","disamb fp",6,0,396,396,71,-0.5,-0.5,396
"1037",22,33,"disamb","fp","disamb fp",5,0,360,360,71,0.5,-0.5,360
"1039",22,26,"disamb","fp","disamb fp",6,0,502,502,71,-0.5,-0.5,502
"1041",22,29,"disamb","fp","disamb fp",5,0,372,372,71,0.5,-0.5,372
"1043",22,41,"disamb","fp","disamb fp",5,0,360,360,71,0.5,-0.5,360
"1045",22,48,"disamb","fp","disamb fp",8,1,0,NA,71,-0.5,0.5,NA
"1047",22,44,"disamb","fp","disamb fp",8,0,346,346,71,-0.5,0.5,346
"1049",23,34,"disamb","fp","disamb fp",8,0,250,250,71,-0.5,0.5,250
"1051",23,28,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"1053",23,43,"disamb","fp","disamb fp",5,0,364,364,71,0.5,-0.5,364
"1055",23,33,"disamb","fp","disamb fp",7,0,176,176,71,0.5,0.5,176
"1057",23,45,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"1059",23,35,"disamb","fp","disamb fp",5,0,247,247,71,0.5,-0.5,247
"1061",23,37,"disamb","fp","disamb fp",7,0,467,467,71,0.5,0.5,467
"1063",23,29,"disamb","fp","disamb fp",7,0,242,242,71,0.5,0.5,242
"1065",23,38,"disamb","fp","disamb fp",8,0,420,420,71,-0.5,0.5,420
"1067",23,32,"disamb","fp","disamb fp",6,0,284,284,71,-0.5,-0.5,284
"1069",23,30,"disamb","fp","disamb fp",8,0,302,302,71,-0.5,0.5,302
"1071",23,44,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"1073",23,31,"disamb","fp","disamb fp",5,0,298,298,71,0.5,-0.5,298
"1075",23,41,"disamb","fp","disamb fp",7,0,343,343,71,0.5,0.5,343
"1077",23,26,"disamb","fp","disamb fp",8,0,407,407,71,-0.5,0.5,407
"1079",23,36,"disamb","fp","disamb fp",6,0,343,343,71,-0.5,-0.5,343
"1081",23,47,"disamb","fp","disamb fp",5,1,0,NA,71,0.5,-0.5,NA
"1083",23,40,"disamb","fp","disamb fp",6,0,270,270,71,-0.5,-0.5,270
"1085",23,39,"disamb","fp","disamb fp",5,1,0,NA,71,0.5,-0.5,NA
"1087",23,46,"disamb","fp","disamb fp",8,0,286,286,71,-0.5,0.5,286
"1089",23,42,"disamb","fp","disamb fp",8,0,219,219,71,-0.5,0.5,219
"1091",23,25,"disamb","fp","disamb fp",7,0,532,532,71,0.5,0.5,532
"1093",23,48,"disamb","fp","disamb fp",6,1,0,NA,71,-0.5,-0.5,NA
"1095",23,27,"disamb","fp","disamb fp",5,0,272,272,71,0.5,-0.5,272
"1097",24,34,"disamb","fp","disamb fp",7,0,436,436,71,0.5,0.5,436
"1098",24,39,"disamb","fp","disamb fp",8,0,400,400,71,-0.5,0.5,400
"1100",24,46,"disamb","fp","disamb fp",7,0,448,448,71,0.5,0.5,448
"1102",24,44,"disamb","fp","disamb fp",5,0,994,994,71,0.5,-0.5,994
"1104",24,30,"disamb","fp","disamb fp",7,0,234,234,71,0.5,0.5,234
"1106",24,40,"disamb","fp","disamb fp",5,0,856,856,71,0.5,-0.5,856
"1108",24,37,"disamb","fp","disamb fp",6,0,430,430,71,-0.5,-0.5,430
"1110",24,31,"disamb","fp","disamb fp",8,0,464,464,71,-0.5,0.5,464
"1112",24,26,"disamb","fp","disamb fp",7,0,518,518,71,0.5,0.5,518
"1114",24,42,"disamb","fp","disamb fp",7,0,546,546,71,0.5,0.5,546
"1116",24,27,"disamb","fp","disamb fp",8,0,738,738,71,-0.5,0.5,738
"1118",24,35,"disamb","fp","disamb fp",8,0,702,702,71,-0.5,0.5,702
"1120",24,48,"disamb","fp","disamb fp",5,0,178,178,71,0.5,-0.5,178
"1122",24,32,"disamb","fp","disamb fp",5,0,446,446,71,0.5,-0.5,446
"1124",24,36,"disamb","fp","disamb fp",5,0,532,532,71,0.5,-0.5,532
"1126",24,38,"disamb","fp","disamb fp",7,0,282,282,71,0.5,0.5,282
"1128",24,45,"disamb","fp","disamb fp",6,0,514,514,71,-0.5,-0.5,514
"1130",24,33,"disamb","fp","disamb fp",6,0,718,718,71,-0.5,-0.5,718
"1132",24,28,"disamb","fp","disamb fp",5,0,376,376,71,0.5,-0.5,376
"1134",24,41,"disamb","fp","disamb fp",6,0,442,442,71,-0.5,-0.5,442
"1136",24,43,"disamb","fp","disamb fp",8,0,424,424,71,-0.5,0.5,424
"1138",24,25,"disamb","fp","disamb fp",6,0,438,438,71,-0.5,-0.5,438
"1140",24,29,"disamb","fp","disamb fp",6,0,582,582,71,-0.5,-0.5,582
"1142",24,47,"disamb","fp","disamb fp",8,0,562,562,71,-0.5,0.5,562
"1143",25,29,"disamb","fp","disamb fp",7,0,348,348,71,0.5,0.5,348
"1145",25,43,"disamb","fp","disamb fp",5,0,326,326,71,0.5,-0.5,326
"1147",25,34,"disamb","fp","disamb fp",8,0,338,338,71,-0.5,0.5,338
"1149",25,46,"disamb","fp","disamb fp",8,0,218,218,71,-0.5,0.5,218
"1151",25,26,"disamb","fp","disamb fp",8,0,208,208,71,-0.5,0.5,208
"1153",25,37,"disamb","fp","disamb fp",7,0,196,196,71,0.5,0.5,196
"1155",25,45,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"1157",25,44,"disamb","fp","disamb fp",6,0,406,406,71,-0.5,-0.5,406
"1159",25,35,"disamb","fp","disamb fp",5,0,192,192,71,0.5,-0.5,192
"1161",25,47,"disamb","fp","disamb fp",5,0,196,196,71,0.5,-0.5,196
"1163",25,27,"disamb","fp","disamb fp",5,0,362,362,71,0.5,-0.5,362
"1165",25,32,"disamb","fp","disamb fp",6,0,304,304,71,-0.5,-0.5,304
"1167",25,25,"disamb","fp","disamb fp",7,0,216,216,71,0.5,0.5,216
"1169",25,31,"disamb","fp","disamb fp",5,0,208,208,71,0.5,-0.5,208
"1171",25,38,"disamb","fp","disamb fp",8,0,154,154,71,-0.5,0.5,154
"1173",25,36,"disamb","fp","disamb fp",6,0,138,138,71,-0.5,-0.5,138
"1175",25,48,"disamb","fp","disamb fp",6,0,166,166,71,-0.5,-0.5,166
"1177",25,40,"disamb","fp","disamb fp",6,0,146,146,71,-0.5,-0.5,146
"1179",25,42,"disamb","fp","disamb fp",8,0,166,166,71,-0.5,0.5,166
"1181",25,28,"disamb","fp","disamb fp",6,0,176,176,71,-0.5,-0.5,176
"1183",25,33,"disamb","fp","disamb fp",7,0,144,144,71,0.5,0.5,144
"1185",25,41,"disamb","fp","disamb fp",7,0,166,166,71,0.5,0.5,166
"1187",25,30,"disamb","fp","disamb fp",8,0,154,154,71,-0.5,0.5,154
"1189",25,39,"disamb","fp","disamb fp",5,0,148,148,71,0.5,-0.5,148
"1191",26,42,"disamb","fp","disamb fp",5,0,332,332,71,0.5,-0.5,332
"1193",26,37,"disamb","fp","disamb fp",8,0,506,506,71,-0.5,0.5,506
"1195",26,26,"disamb","fp","disamb fp",5,0,824,824,71,0.5,-0.5,824
"1197",26,33,"disamb","fp","disamb fp",8,0,580,580,71,-0.5,0.5,580
"1199",26,31,"disamb","fp","disamb fp",6,0,222,222,71,-0.5,-0.5,222
"1201",26,47,"disamb","fp","disamb fp",6,0,278,278,71,-0.5,-0.5,278
"1203",26,43,"disamb","fp","disamb fp",6,0,416,416,71,-0.5,-0.5,416
"1205",26,27,"disamb","fp","disamb fp",6,0,1006,1006,71,-0.5,-0.5,1006
"1207",26,38,"disamb","fp","disamb fp",5,0,720,720,71,0.5,-0.5,720
"1209",26,46,"disamb","fp","disamb fp",5,0,590,590,71,0.5,-0.5,590
"1211",26,34,"disamb","fp","disamb fp",5,0,638,638,71,0.5,-0.5,638
"1213",26,45,"disamb","fp","disamb fp",8,0,726,726,71,-0.5,0.5,726
"1215",26,44,"disamb","fp","disamb fp",7,0,558,558,71,0.5,0.5,558
"1217",26,39,"disamb","fp","disamb fp",6,0,790,790,71,-0.5,-0.5,790
"1219",26,25,"disamb","fp","disamb fp",8,0,460,460,71,-0.5,0.5,460
"1221",26,28,"disamb","fp","disamb fp",7,0,302,302,71,0.5,0.5,302
"1223",26,35,"disamb","fp","disamb fp",6,0,478,478,71,-0.5,-0.5,478
"1225",26,48,"disamb","fp","disamb fp",7,0,358,358,71,0.5,0.5,358
"1227",26,41,"disamb","fp","disamb fp",8,0,578,578,71,-0.5,0.5,578
"1229",26,32,"disamb","fp","disamb fp",7,0,460,460,71,0.5,0.5,460
"1231",26,40,"disamb","fp","disamb fp",7,0,1006,1006,71,0.5,0.5,1006
"1233",26,29,"disamb","fp","disamb fp",8,0,422,422,71,-0.5,0.5,422
"1235",26,30,"disamb","fp","disamb fp",5,0,824,824,71,0.5,-0.5,824
"1237",26,36,"disamb","fp","disamb fp",7,0,356,356,71,0.5,0.5,356
"1239",27,46,"disamb","fp","disamb fp",6,0,256,256,71,-0.5,-0.5,256
"1241",27,42,"disamb","fp","disamb fp",6,0,522,522,71,-0.5,-0.5,522
"1243",27,36,"disamb","fp","disamb fp",8,0,120,120,71,-0.5,0.5,120
"1245",27,35,"disamb","fp","disamb fp",7,0,750,750,71,0.5,0.5,750
"1247",27,39,"disamb","fp","disamb fp",7,1,0,NA,71,0.5,0.5,NA
"1249",27,37,"disamb","fp","disamb fp",5,0,310,310,71,0.5,-0.5,310
"1251",27,45,"disamb","fp","disamb fp",5,0,500,500,71,0.5,-0.5,500
"1253",27,25,"disamb","fp","disamb fp",5,0,128,128,71,0.5,-0.5,128
"1255",27,28,"disamb","fp","disamb fp",8,0,176,176,71,-0.5,0.5,176
"1257",27,30,"disamb","fp","disamb fp",6,0,532,532,71,-0.5,-0.5,532
"1259",27,31,"disamb","fp","disamb fp",7,0,286,286,71,0.5,0.5,286
"1261",27,33,"disamb","fp","disamb fp",5,0,366,366,71,0.5,-0.5,366
"1263",27,27,"disamb","fp","disamb fp",7,0,706,706,71,0.5,0.5,706
"1265",27,47,"disamb","fp","disamb fp",7,0,628,628,71,0.5,0.5,628
"1267",27,38,"disamb","fp","disamb fp",6,0,620,620,71,-0.5,-0.5,620
"1269",27,41,"disamb","fp","disamb fp",5,0,280,280,71,0.5,-0.5,280
"1271",27,29,"disamb","fp","disamb fp",5,0,84,84,71,0.5,-0.5,84
"1273",27,48,"disamb","fp","disamb fp",8,0,348,348,71,-0.5,0.5,348
"1275",27,26,"disamb","fp","disamb fp",6,0,526,526,71,-0.5,-0.5,526
"1277",27,32,"disamb","fp","disamb fp",8,0,230,230,71,-0.5,0.5,230
