"","subject","item","region","measure","sort","condition","skips","rawdata","nozero","proficiency","ambiguity","continuation","trimmed_nozero"
"3740",39,40,"spillover1","fp","spillover1 fp",7,0,2061,2061,66,0.5,0.5,2061
"3742",39,39,"spillover1","fp","spillover1 fp",6,0,1568,1568,66,-0.5,-0.5,1568
"3744",39,26,"spillover1","fp","spillover1 fp",5,0,2011,2011,66,0.5,-0.5,2011
"3746",39,43,"spillover1","fp","spillover1 fp",6,0,756,756,66,-0.5,-0.5,756
"3748",39,48,"spillover1","fp","spillover1 fp",7,0,938,938,66,0.5,0.5,938
"3750",39,44,"spillover1","fp","spillover1 fp",7,0,411,411,66,0.5,0.5,411
"3752",39,45,"spillover1","fp","spillover1 fp",8,0,730,730,66,-0.5,0.5,730
"3754",39,46,"spillover1","fp","spillover1 fp",5,0,1139,1139,66,0.5,-0.5,1139
"3756",39,29,"spillover1","fp","spillover1 fp",8,0,492,492,66,-0.5,0.5,492
"3758",39,36,"spillover1","fp","spillover1 fp",7,0,480,480,66,0.5,0.5,480
"3760",39,34,"spillover1","fp","spillover1 fp",5,0,991,991,66,0.5,-0.5,991
"3762",39,28,"spillover1","fp","spillover1 fp",7,0,2024,2024,66,0.5,0.5,2024
"3764",39,35,"spillover1","fp","spillover1 fp",6,0,514,514,66,-0.5,-0.5,514
"3766",39,38,"spillover1","fp","spillover1 fp",5,0,273,273,66,0.5,-0.5,273
"3768",39,32,"spillover1","fp","spillover1 fp",7,0,3856,3856,66,0.5,0.5,NA
"3770",39,47,"spillover1","fp","spillover1 fp",6,0,177,177,66,-0.5,-0.5,177
"3771",40,41,"spillover1","fp","spillover1 fp",5,0,1226,1226,66,0.5,-0.5,1226
"3773",40,42,"spillover1","fp","spillover1 fp",6,0,307,307,66,-0.5,-0.5,307
"3775",40,34,"spillover1","fp","spillover1 fp",6,0,629,629,66,-0.5,-0.5,629
"3777",40,43,"spillover1","fp","spillover1 fp",7,0,850,850,66,0.5,0.5,850
"3779",40,30,"spillover1","fp","spillover1 fp",6,0,285,285,66,-0.5,-0.5,285
"3781",40,29,"spillover1","fp","spillover1 fp",5,0,599,599,66,0.5,-0.5,599
"3783",40,37,"spillover1","fp","spillover1 fp",5,0,318,318,66,0.5,-0.5,318
"3785",40,28,"spillover1","fp","spillover1 fp",8,0,560,560,66,-0.5,0.5,560
"3787",40,32,"spillover1","fp","spillover1 fp",8,0,1422,1422,66,-0.5,0.5,1422
"3789",40,40,"spillover1","fp","spillover1 fp",8,0,809,809,66,-0.5,0.5,809
"3791",40,27,"spillover1","fp","spillover1 fp",7,0,344,344,66,0.5,0.5,344
"3793",40,35,"spillover1","fp","spillover1 fp",7,0,161,161,66,0.5,0.5,161
"3795",40,31,"spillover1","fp","spillover1 fp",7,0,446,446,66,0.5,0.5,446
"3797",40,33,"spillover1","fp","spillover1 fp",5,0,751,751,66,0.5,-0.5,751
"3799",40,46,"spillover1","fp","spillover1 fp",6,0,355,355,66,-0.5,-0.5,355
"3801",40,47,"spillover1","fp","spillover1 fp",7,0,876,876,66,0.5,0.5,876
"3803",40,38,"spillover1","fp","spillover1 fp",6,0,561,561,66,-0.5,-0.5,561
"3805",40,39,"spillover1","fp","spillover1 fp",7,0,797,797,66,0.5,0.5,797
"3807",40,25,"spillover1","fp","spillover1 fp",5,0,1510,1510,66,0.5,-0.5,1510
"3809",40,48,"spillover1","fp","spillover1 fp",8,0,877,877,66,-0.5,0.5,877
"3811",40,45,"spillover1","fp","spillover1 fp",5,0,381,381,66,0.5,-0.5,381
"3813",40,26,"spillover1","fp","spillover1 fp",6,0,319,319,66,-0.5,-0.5,319
"3815",40,36,"spillover1","fp","spillover1 fp",8,0,551,551,66,-0.5,0.5,551
"3817",40,44,"spillover1","fp","spillover1 fp",8,0,410,410,66,-0.5,0.5,410
